Descritpion_ID,Top_20_Image_IDs
0.txt,714.jpg 345.jpg 1094.jpg 1702.jpg 602.jpg 338.jpg 769.jpg 1380.jpg 1967.jpg 1480.jpg 871.jpg 290.jpg 1344.jpg 559.jpg 124.jpg 1962.jpg 1648.jpg 561.jpg 105.jpg 184.jpg
1.txt,833.jpg 314.jpg 169.jpg 818.jpg 80.jpg 1810.jpg 1141.jpg 61.jpg 457.jpg 1102.jpg 331.jpg 927.jpg 1177.jpg 508.jpg 107.jpg 1742.jpg 1733.jpg 1143.jpg 158.jpg 1049.jpg
2.txt,42.jpg 838.jpg 1183.jpg 634.jpg 1208.jpg 1482.jpg 1724.jpg 1471.jpg 696.jpg 1366.jpg 1840.jpg 1665.jpg 1713.jpg 511.jpg 904.jpg 445.jpg 953.jpg 260.jpg 1040.jpg 159.jpg
3.txt,1769.jpg 1567.jpg 431.jpg 539.jpg 1052.jpg 1609.jpg 923.jpg 487.jpg 333.jpg 883.jpg 426.jpg 1242.jpg 1144.jpg 1896.jpg 1664.jpg 1321.jpg 749.jpg 1553.jpg 1035.jpg 1883.jpg
4.txt,922.jpg 687.jpg 413.jpg 1816.jpg 95.jpg 881.jpg 799.jpg 549.jpg 1262.jpg 554.jpg 305.jpg 614.jpg 1466.jpg 233.jpg 1269.jpg 930.jpg 1411.jpg 849.jpg 770.jpg 1011.jpg
5.txt,771.jpg 1874.jpg 51.jpg 492.jpg 1991.jpg 1335.jpg 846.jpg 1693.jpg 379.jpg 703.jpg 814.jpg 330.jpg 1943.jpg 630.jpg 1660.jpg 643.jpg 1913.jpg 1320.jpg 1088.jpg 526.jpg
6.txt,1660.jpg 1855.jpg 1216.jpg 1275.jpg 1701.jpg 655.jpg 429.jpg 1815.jpg 1472.jpg 1320.jpg 1790.jpg 583.jpg 1540.jpg 1151.jpg 1874.jpg 897.jpg 1940.jpg 718.jpg 1312.jpg 996.jpg
7.txt,975.jpg 1400.jpg 1900.jpg 670.jpg 654.jpg 1696.jpg 105.jpg 772.jpg 760.jpg 267.jpg 907.jpg 1857.jpg 305.jpg 745.jpg 685.jpg 364.jpg 451.jpg 1961.jpg 409.jpg 689.jpg
8.txt,1283.jpg 719.jpg 1048.jpg 419.jpg 531.jpg 103.jpg 923.jpg 447.jpg 1348.jpg 1004.jpg 727.jpg 1031.jpg 1570.jpg 1997.jpg 1346.jpg 284.jpg 403.jpg 472.jpg 1543.jpg 1847.jpg
9.txt,554.jpg 1886.jpg 614.jpg 549.jpg 770.jpg 1818.jpg 413.jpg 570.jpg 1446.jpg 1700.jpg 1558.jpg 1620.jpg 881.jpg 940.jpg 1791.jpg 1850.jpg 274.jpg 1795.jpg 878.jpg 1821.jpg
10.txt,1366.jpg 634.jpg 1471.jpg 696.jpg 1421.jpg 511.jpg 42.jpg 1482.jpg 1840.jpg 979.jpg 1665.jpg 904.jpg 1340.jpg 1208.jpg 649.jpg 838.jpg 1084.jpg 260.jpg 1499.jpg 1724.jpg
11.txt,379.jpg 771.jpg 51.jpg 1335.jpg 846.jpg 1943.jpg 1693.jpg 814.jpg 492.jpg 526.jpg 1874.jpg 630.jpg 1913.jpg 1837.jpg 1533.jpg 1991.jpg 1830.jpg 1426.jpg 643.jpg 1292.jpg
12.txt,845.jpg 1653.jpg 231.jpg 137.jpg 1443.jpg 1883.jpg 1568.jpg 351.jpg 221.jpg 676.jpg 1765.jpg 1656.jpg 1336.jpg 1600.jpg 1382.jpg 113.jpg 1057.jpg 431.jpg 516.jpg 1567.jpg
13.txt,1333.jpg 1191.jpg 899.jpg 414.jpg 1655.jpg 623.jpg 712.jpg 1311.jpg 458.jpg 1020.jpg 648.jpg 1933.jpg 1584.jpg 1377.jpg 1758.jpg 555.jpg 1465.jpg 1265.jpg 903.jpg 1151.jpg
14.txt,414.jpg 217.jpg 1289.jpg 555.jpg 899.jpg 1096.jpg 156.jpg 1933.jpg 1151.jpg 1444.jpg 1582.jpg 1265.jpg 1758.jpg 712.jpg 458.jpg 910.jpg 1311.jpg 1377.jpg 897.jpg 1655.jpg
15.txt,247.jpg 1334.jpg 1999.jpg 482.jpg 463.jpg 149.jpg 1369.jpg 1177.jpg 1308.jpg 1839.jpg 1507.jpg 644.jpg 1158.jpg 1141.jpg 6.jpg 738.jpg 1477.jpg 668.jpg 314.jpg 508.jpg
16.txt,37.jpg 1236.jpg 1746.jpg 267.jpg 1254.jpg 1568.jpg 1913.jpg 939.jpg 1127.jpg 1926.jpg 52.jpg 1729.jpg 846.jpg 734.jpg 77.jpg 389.jpg 880.jpg 1434.jpg 1874.jpg 1577.jpg
17.txt,838.jpg 1512.jpg 1644.jpg 1690.jpg 1525.jpg 372.jpg 322.jpg 883.jpg 579.jpg 1336.jpg 1611.jpg 445.jpg 159.jpg 1665.jpg 511.jpg 1471.jpg 1179.jpg 848.jpg 634.jpg 696.jpg
18.txt,1463.jpg 432.jpg 320.jpg 779.jpg 1670.jpg 1819.jpg 1125.jpg 1953.jpg 361.jpg 59.jpg 549.jpg 930.jpg 1324.jpg 1035.jpg 799.jpg 516.jpg 661.jpg 1221.jpg 677.jpg 1560.jpg
19.txt,1357.jpg 145.jpg 884.jpg 1288.jpg 715.jpg 824.jpg 1189.jpg 258.jpg 212.jpg 737.jpg 1301.jpg 716.jpg 1128.jpg 1063.jpg 750.jpg 1595.jpg 1801.jpg 1370.jpg 1552.jpg 933.jpg
20.txt,476.jpg 1037.jpg 1501.jpg 487.jpg 609.jpg 546.jpg 785.jpg 1570.jpg 1720.jpg 1330.jpg 828.jpg 1919.jpg 1292.jpg 13.jpg 137.jpg 153.jpg 3.jpg 1656.jpg 55.jpg 676.jpg
21.txt,1921.jpg 148.jpg 1955.jpg 1767.jpg 1070.jpg 1453.jpg 573.jpg 731.jpg 865.jpg 1996.jpg 412.jpg 915.jpg 550.jpg 474.jpg 56.jpg 1215.jpg 825.jpg 1632.jpg 235.jpg 71.jpg
22.txt,1891.jpg 1814.jpg 1642.jpg 1138.jpg 253.jpg 1704.jpg 326.jpg 1988.jpg 500.jpg 640.jpg 590.jpg 1065.jpg 1524.jpg 666.jpg 701.jpg 1347.jpg 746.jpg 433.jpg 1678.jpg 774.jpg
23.txt,1545.jpg 1274.jpg 1710.jpg 454.jpg 759.jpg 578.jpg 1554.jpg 385.jpg 1378.jpg 39.jpg 491.jpg 1169.jpg 1964.jpg 1241.jpg 363.jpg 707.jpg 1805.jpg 780.jpg 1237.jpg 1422.jpg
24.txt,1681.jpg 1074.jpg 1518.jpg 1870.jpg 1633.jpg 536.jpg 74.jpg 1722.jpg 1520.jpg 584.jpg 684.jpg 1036.jpg 1974.jpg 1445.jpg 1062.jpg 1721.jpg 1406.jpg 1732.jpg 1454.jpg 1115.jpg
25.txt,1187.jpg 1207.jpg 1215.jpg 770.jpg 1620.jpg 1371.jpg 1765.jpg 26.jpg 1243.jpg 1145.jpg 1379.jpg 767.jpg 1886.jpg 1850.jpg 155.jpg 413.jpg 1411.jpg 614.jpg 1231.jpg 222.jpg
26.txt,1141.jpg 1369.jpg 198.jpg 1839.jpg 1477.jpg 149.jpg 247.jpg 1999.jpg 6.jpg 967.jpg 1184.jpg 1507.jpg 482.jpg 1102.jpg 668.jpg 1334.jpg 1494.jpg 1308.jpg 738.jpg 1158.jpg
27.txt,440.jpg 1376.jpg 1990.jpg 64.jpg 1621.jpg 1364.jpg 1339.jpg 1657.jpg 853.jpg 708.jpg 544.jpg 194.jpg 1012.jpg 439.jpg 128.jpg 777.jpg 1401.jpg 269.jpg 1970.jpg 1235.jpg
28.txt,1839.jpg 1369.jpg 198.jpg 6.jpg 1477.jpg 1507.jpg 149.jpg 1334.jpg 738.jpg 1999.jpg 1494.jpg 482.jpg 1141.jpg 247.jpg 1184.jpg 1102.jpg 1158.jpg 668.jpg 1192.jpg 107.jpg
29.txt,998.jpg 1296.jpg 216.jpg 431.jpg 1412.jpg 1505.jpg 879.jpg 1118.jpg 785.jpg 1423.jpg 1499.jpg 604.jpg 772.jpg 1776.jpg 561.jpg 476.jpg 1567.jpg 73.jpg 1700.jpg 569.jpg
30.txt,1769.jpg 397.jpg 829.jpg 1035.jpg 1480.jpg 678.jpg 1771.jpg 1513.jpg 305.jpg 1185.jpg 723.jpg 1627.jpg 90.jpg 1315.jpg 1836.jpg 943.jpg 843.jpg 1776.jpg 1118.jpg 749.jpg
31.txt,1759.jpg 109.jpg 1707.jpg 1081.jpg 1435.jpg 635.jpg 984.jpg 1861.jpg 801.jpg 176.jpg 1054.jpg 189.jpg 326.jpg 918.jpg 1341.jpg 392.jpg 1934.jpg 797.jpg 628.jpg 762.jpg
32.txt,848.jpg 1179.jpg 1706.jpg 1644.jpg 266.jpg 1010.jpg 1690.jpg 1004.jpg 1389.jpg 1834.jpg 343.jpg 864.jpg 420.jpg 89.jpg 1336.jpg 1031.jpg 982.jpg 459.jpg 521.jpg 837.jpg
33.txt,326.jpg 666.jpg 1988.jpg 1642.jpg 253.jpg 1891.jpg 1814.jpg 1138.jpg 1704.jpg 1347.jpg 590.jpg 1065.jpg 1759.jpg 176.jpg 500.jpg 1111.jpg 504.jpg 611.jpg 1678.jpg 865.jpg
34.txt,1583.jpg 1829.jpg 710.jpg 327.jpg 551.jpg 277.jpg 1104.jpg 1244.jpg 477.jpg 1766.jpg 195.jpg 1946.jpg 241.jpg 1390.jpg 1467.jpg 1186.jpg 1604.jpg 1425.jpg 283.jpg 403.jpg
35.txt,1031.jpg 1348.jpg 245.jpg 266.jpg 1389.jpg 1197.jpg 923.jpg 103.jpg 1004.jpg 1901.jpg 496.jpg 1962.jpg 1346.jpg 979.jpg 1475.jpg 823.jpg 1896.jpg 696.jpg 719.jpg 24.jpg
36.txt,21.jpg 1131.jpg 255.jpg 1698.jpg 942.jpg 1105.jpg 359.jpg 1136.jpg 292.jpg 1135.jpg 1924.jpg 375.jpg 484.jpg 594.jpg 721.jpg 586.jpg 435.jpg 742.jpg 1738.jpg 983.jpg
37.txt,1286.jpg 92.jpg 93.jpg 541.jpg 226.jpg 698.jpg 1980.jpg 305.jpg 1410.jpg 1504.jpg 1400.jpg 50.jpg 202.jpg 1798.jpg 1053.jpg 1992.jpg 723.jpg 670.jpg 1521.jpg 353.jpg
38.txt,108.jpg 313.jpg 1914.jpg 741.jpg 204.jpg 1828.jpg 428.jpg 1636.jpg 139.jpg 86.jpg 1375.jpg 1452.jpg 1793.jpg 1781.jpg 1281.jpg 753.jpg 1134.jpg 1684.jpg 888.jpg 1981.jpg
39.txt,301.jpg 1182.jpg 713.jpg 1278.jpg 1549.jpg 315.jpg 746.jpg 622.jpg 988.jpg 1863.jpg 1252.jpg 517.jpg 9.jpg 470.jpg 1977.jpg 363.jpg 1241.jpg 1872.jpg 810.jpg 548.jpg
40.txt,1087.jpg 112.jpg 132.jpg 1384.jpg 956.jpg 1273.jpg 1942.jpg 922.jpg 141.jpg 1510.jpg 525.jpg 619.jpg 1298.jpg 959.jpg 1838.jpg 1069.jpg 312.jpg 401.jpg 1284.jpg 1588.jpg
41.txt,783.jpg 1460.jpg 1483.jpg 697.jpg 892.jpg 306.jpg 1392.jpg 443.jpg 867.jpg 602.jpg 383.jpg 603.jpg 1508.jpg 399.jpg 1605.jpg 1008.jpg 938.jpg 1853.jpg 945.jpg 651.jpg
42.txt,565.jpg 1972.jpg 1633.jpg 1721.jpg 684.jpg 1445.jpg 1870.jpg 536.jpg 1681.jpg 1539.jpg 1206.jpg 1732.jpg 1036.jpg 1602.jpg 1406.jpg 1042.jpg 1974.jpg 1722.jpg 1416.jpg 1520.jpg
43.txt,1995.jpg 1517.jpg 1130.jpg 1932.jpg 836.jpg 1686.jpg 1890.jpg 1157.jpg 1263.jpg 1748.jpg 1251.jpg 516.jpg 384.jpg 1624.jpg 1449.jpg 417.jpg 764.jpg 1140.jpg 857.jpg 1680.jpg
44.txt,204.jpg 182.jpg 628.jpg 1868.jpg 108.jpg 1375.jpg 1759.jpg 900.jpg 1942.jpg 1452.jpg 1198.jpg 139.jpg 1707.jpg 1083.jpg 520.jpg 462.jpg 1332.jpg 130.jpg 1649.jpg 86.jpg
45.txt,776.jpg 1957.jpg 1117.jpg 1300.jpg 1673.jpg 1535.jpg 140.jpg 28.jpg 357.jpg 1852.jpg 1479.jpg 45.jpg 162.jpg 1902.jpg 1737.jpg 147.jpg 651.jpg 206.jpg 998.jpg 1100.jpg
46.txt,846.jpg 1943.jpg 1335.jpg 771.jpg 814.jpg 379.jpg 51.jpg 1830.jpg 1429.jpg 82.jpg 492.jpg 630.jpg 1913.jpg 1888.jpg 526.jpg 1594.jpg 1693.jpg 321.jpg 829.jpg 389.jpg
47.txt,1767.jpg 174.jpg 925.jpg 234.jpg 1928.jpg 852.jpg 188.jpg 803.jpg 218.jpg 148.jpg 1505.jpg 1536.jpg 1661.jpg 223.jpg 1632.jpg 446.jpg 618.jpg 1044.jpg 986.jpg 1492.jpg
48.txt,1713.jpg 1183.jpg 445.jpg 634.jpg 953.jpg 838.jpg 696.jpg 883.jpg 1866.jpg 765.jpg 117.jpg 42.jpg 1896.jpg 511.jpg 1471.jpg 979.jpg 1840.jpg 1664.jpg 904.jpg 1366.jpg
49.txt,892.jpg 829.jpg 147.jpg 595.jpg 188.jpg 942.jpg 1136.jpg 181.jpg 96.jpg 1577.jpg 965.jpg 161.jpg 618.jpg 309.jpg 1761.jpg 321.jpg 1088.jpg 1895.jpg 73.jpg 711.jpg
50.txt,1711.jpg 1190.jpg 1290.jpg 183.jpg 1223.jpg 932.jpg 384.jpg 1832.jpg 560.jpg 1302.jpg 1078.jpg 91.jpg 1432.jpg 415.jpg 1123.jpg 1534.jpg 1022.jpg 807.jpg 54.jpg 1875.jpg
51.txt,1727.jpg 1207.jpg 1145.jpg 770.jpg 1215.jpg 1088.jpg 1379.jpg 413.jpg 1886.jpg 305.jpg 1371.jpg 1404.jpg 1620.jpg 1818.jpg 1097.jpg 731.jpg 760.jpg 1630.jpg 1850.jpg 267.jpg
52.txt,1746.jpg 346.jpg 1798.jpg 1342.jpg 880.jpg 1926.jpg 37.jpg 1434.jpg 1393.jpg 1786.jpg 1577.jpg 1213.jpg 994.jpg 1043.jpg 31.jpg 498.jpg 734.jpg 620.jpg 267.jpg 1736.jpg
53.txt,1906.jpg 437.jpg 675.jpg 1909.jpg 928.jpg 993.jpg 456.jpg 625.jpg 1752.jpg 1998.jpg 1067.jpg 662.jpg 272.jpg 303.jpg 1405.jpg 257.jpg 1464.jpg 660.jpg 1168.jpg 1493.jpg
54.txt,385.jpg 1805.jpg 499.jpg 1356.jpg 1019.jpg 707.jpg 1349.jpg 780.jpg 578.jpg 1964.jpg 1422.jpg 324.jpg 1169.jpg 1274.jpg 1554.jpg 1378.jpg 291.jpg 1994.jpg 1586.jpg 1058.jpg
55.txt,543.jpg 1238.jpg 1876.jpg 181.jpg 21.jpg 615.jpg 131.jpg 1975.jpg 983.jpg 1498.jpg 1420.jpg 711.jpg 1670.jpg 435.jpg 1300.jpg 1466.jpg 1603.jpg 1046.jpg 1986.jpg 1131.jpg
56.txt,1876.jpg 198.jpg 1369.jpg 191.jpg 435.jpg 626.jpg 742.jpg 601.jpg 1477.jpg 942.jpg 1679.jpg 1839.jpg 6.jpg 1494.jpg 1381.jpg 1158.jpg 152.jpg 1516.jpg 1219.jpg 1603.jpg
57.txt,188.jpg 852.jpg 547.jpg 325.jpg 148.jpg 618.jpg 1119.jpg 1505.jpg 1767.jpg 406.jpg 234.jpg 1515.jpg 1327.jpg 218.jpg 1617.jpg 1948.jpg 1541.jpg 1253.jpg 167.jpg 998.jpg
