Descritpion_ID,Top_20_Image_IDs
0.txt,1011.jpg 1380.jpg 329.jpg 1077.jpg 760.jpg 714.jpg 1161.jpg 453.jpg 1811.jpg 345.jpg 922.jpg 105.jpg 46.jpg 124.jpg 576.jpg 540.jpg 1969.jpg 847.jpg 1367.jpg 1409.jpg
1.txt,1714.jpg 80.jpg 57.jpg 833.jpg 1049.jpg 179.jpg 331.jpg 1742.jpg 1733.jpg 1102.jpg 355.jpg 927.jpg 144.jpg 885.jpg 1507.jpg 753.jpg 428.jpg 997.jpg 1559.jpg 1989.jpg
2.txt,838.jpg 1724.jpg 1183.jpg 1292.jpg 600.jpg 634.jpg 1574.jpg 445.jpg 42.jpg 953.jpg 1471.jpg 1840.jpg 1107.jpg 159.jpg 998.jpg 322.jpg 904.jpg 511.jpg 1693.jpg 1144.jpg
3.txt,1315.jpg 770.jpg 1609.jpg 75.jpg 1769.jpg 397.jpg 1486.jpg 1513.jpg 654.jpg 1035.jpg 1185.jpg 1700.jpg 799.jpg 1112.jpg 1850.jpg 66.jpg 1818.jpg 1890.jpg 1765.jpg 1748.jpg
4.txt,1958.jpg 1510.jpg 1161.jpg 1969.jpg 1273.jpg 959.jpg 956.jpg 1564.jpg 462.jpg 782.jpg 216.jpg 112.jpg 1779.jpg 104.jpg 178.jpg 1561.jpg 832.jpg 125.jpg 132.jpg 1198.jpg
5.txt,771.jpg 1088.jpg 660.jpg 1145.jpg 1998.jpg 51.jpg 1889.jpg 1429.jpg 814.jpg 630.jpg 1335.jpg 1693.jpg 1614.jpg 1318.jpg 330.jpg 731.jpg 1630.jpg 825.jpg 257.jpg 1493.jpg
6.txt,1216.jpg 718.jpg 1701.jpg 1815.jpg 16.jpg 1855.jpg 1607.jpg 1377.jpg 1660.jpg 655.jpg 1122.jpg 429.jpg 217.jpg 414.jpg 1790.jpg 489.jpg 1275.jpg 897.jpg 1151.jpg 1311.jpg
7.txt,975.jpg 409.jpg 987.jpg 1123.jpg 577.jpg 448.jpg 364.jpg 10.jpg 1961.jpg 1708.jpg 1363.jpg 907.jpg 397.jpg 384.jpg 427.jpg 689.jpg 1857.jpg 1249.jpg 1085.jpg 932.jpg
8.txt,1283.jpg 419.jpg 537.jpg 1048.jpg 1399.jpg 1004.jpg 781.jpg 727.jpg 1834.jpg 1902.jpg 1031.jpg 847.jpg 991.jpg 911.jpg 1346.jpg 826.jpg 531.jpg 1927.jpg 1348.jpg 1652.jpg
9.txt,1429.jpg 1254.jpg 321.jpg 845.jpg 1446.jpg 1943.jpg 370.jpg 846.jpg 127.jpg 82.jpg 1296.jpg 1700.jpg 1913.jpg 614.jpg 413.jpg 1355.jpg 760.jpg 526.jpg 1693.jpg 1426.jpg
