Descritpion_ID,Top_20_Image_IDs
0.txt,760.jpg 1011.jpg 1077.jpg 922.jpg 540.jpg 453.jpg 1652.jpg 1380.jpg 1982.jpg 606.jpg 329.jpg 847.jpg 105.jpg 1050.jpg 1862.jpg 1069.jpg 345.jpg 124.jpg 1811.jpg 912.jpg
1.txt,144.jpg 927.jpg 57.jpg 331.jpg 1714.jpg 1733.jpg 355.jpg 179.jpg 753.jpg 1742.jpg 833.jpg 571.jpg 160.jpg 80.jpg 885.jpg 1049.jpg 1199.jpg 428.jpg 1806.jpg 200.jpg
2.txt,1183.jpg 838.jpg 600.jpg 445.jpg 1292.jpg 953.jpg 1574.jpg 904.jpg 1724.jpg 42.jpg 1027.jpg 634.jpg 1471.jpg 1716.jpg 159.jpg 1651.jpg 1840.jpg 1107.jpg 1421.jpg 607.jpg
3.txt,1769.jpg 1315.jpg 1609.jpg 770.jpg 1700.jpg 899.jpg 654.jpg 397.jpg 361.jpg 75.jpg 1890.jpg 549.jpg 799.jpg 764.jpg 1850.jpg 1185.jpg 1818.jpg 1035.jpg 1513.jpg 1553.jpg
4.txt,1161.jpg 1273.jpg 112.jpg 141.jpg 922.jpg 832.jpg 1069.jpg 1629.jpg 912.jpg 956.jpg 1510.jpg 615.jpg 1969.jpg 1498.jpg 1028.jpg 1466.jpg 1050.jpg 216.jpg 2.jpg 1276.jpg
5.txt,1889.jpg 1168.jpg 660.jpg 1998.jpg 825.jpg 1145.jpg 351.jpg 249.jpg 731.jpg 1700.jpg 1067.jpg 990.jpg 1630.jpg 625.jpg 928.jpg 1693.jpg 393.jpg 97.jpg 1651.jpg 728.jpg
6.txt,1216.jpg 1660.jpg 1815.jpg 429.jpg 1855.jpg 1944.jpg 718.jpg 1275.jpg 1122.jpg 1151.jpg 1377.jpg 262.jpg 1701.jpg 1874.jpg 1790.jpg 414.jpg 623.jpg 1265.jpg 1607.jpg 655.jpg
7.txt,975.jpg 1961.jpg 987.jpg 448.jpg 1085.jpg 409.jpg 689.jpg 1857.jpg 1694.jpg 1249.jpg 1363.jpg 1949.jpg 1362.jpg 932.jpg 1123.jpg 685.jpg 1488.jpg 384.jpg 1285.jpg 794.jpg
8.txt,1283.jpg 1004.jpg 1031.jpg 719.jpg 923.jpg 781.jpg 266.jpg 103.jpg 419.jpg 531.jpg 1896.jpg 1389.jpg 1927.jpg 1847.jpg 1787.jpg 727.jpg 826.jpg 1348.jpg 343.jpg 1048.jpg
9.txt,1700.jpg 1355.jpg 1429.jpg 760.jpg 82.jpg 1296.jpg 1818.jpg 1479.jpg 1913.jpg 846.jpg 1292.jpg 630.jpg 1118.jpg 321.jpg 1943.jpg 1254.jpg 127.jpg 614.jpg 105.jpg 1630.jpg
