Descritpion_ID,Top_20_Image_IDs
0.txt,1011.jpg 1077.jpg 1380.jpg 714.jpg 760.jpg 329.jpg 124.jpg 453.jpg 105.jpg 46.jpg 345.jpg 1811.jpg 1161.jpg 576.jpg 540.jpg 1409.jpg 922.jpg 813.jpg 1969.jpg 604.jpg
1.txt,1714.jpg 331.jpg 80.jpg 179.jpg 355.jpg 1102.jpg 833.jpg 1733.jpg 1049.jpg 57.jpg 885.jpg 1742.jpg 927.jpg 1068.jpg 428.jpg 200.jpg 1989.jpg 1507.jpg 107.jpg 818.jpg
2.txt,838.jpg 1183.jpg 634.jpg 1724.jpg 1292.jpg 600.jpg 42.jpg 1574.jpg 445.jpg 953.jpg 1471.jpg 1840.jpg 159.jpg 322.jpg 511.jpg 998.jpg 1107.jpg 1144.jpg 904.jpg 579.jpg
3.txt,770.jpg 1315.jpg 654.jpg 75.jpg 1765.jpg 1486.jpg 1513.jpg 1035.jpg 1700.jpg 799.jpg 1609.jpg 899.jpg 1850.jpg 1818.jpg 397.jpg 26.jpg 1769.jpg 1112.jpg 1514.jpg 1414.jpg
4.txt,1510.jpg 1161.jpg 1273.jpg 1969.jpg 1779.jpg 1958.jpg 956.jpg 959.jpg 832.jpg 922.jpg 912.jpg 216.jpg 1942.jpg 112.jpg 141.jpg 485.jpg 462.jpg 125.jpg 401.jpg 1868.jpg
5.txt,660.jpg 1998.jpg 731.jpg 1889.jpg 771.jpg 1145.jpg 1614.jpg 1088.jpg 825.jpg 1318.jpg 1429.jpg 1493.jpg 249.jpg 1630.jpg 1225.jpg 236.jpg 990.jpg 728.jpg 97.jpg 630.jpg
6.txt,718.jpg 1216.jpg 16.jpg 1815.jpg 1701.jpg 1377.jpg 1855.jpg 655.jpg 1607.jpg 217.jpg 414.jpg 489.jpg 429.jpg 1311.jpg 897.jpg 582.jpg 262.jpg 1151.jpg 1122.jpg 623.jpg
7.txt,975.jpg 409.jpg 987.jpg 448.jpg 1123.jpg 577.jpg 1961.jpg 10.jpg 907.jpg 932.jpg 364.jpg 384.jpg 1085.jpg 689.jpg 1363.jpg 1249.jpg 1362.jpg 1694.jpg 397.jpg 794.jpg
8.txt,1283.jpg 419.jpg 1048.jpg 1004.jpg 537.jpg 1399.jpg 781.jpg 1031.jpg 727.jpg 1834.jpg 847.jpg 823.jpg 1348.jpg 1902.jpg 826.jpg 1346.jpg 103.jpg 1652.jpg 266.jpg 923.jpg
9.txt,1429.jpg 1700.jpg 321.jpg 845.jpg 1254.jpg 1355.jpg 1913.jpg 760.jpg 614.jpg 1818.jpg 82.jpg 127.jpg 1943.jpg 413.jpg 1446.jpg 1296.jpg 846.jpg 1630.jpg 370.jpg 940.jpg
10.txt,696.jpg 496.jpg 904.jpg 600.jpg 1471.jpg 1183.jpg 476.jpg 260.jpg 1840.jpg 579.jpg 1482.jpg 1421.jpg 1107.jpg 979.jpg 323.jpg 634.jpg 322.jpg 511.jpg 445.jpg 42.jpg
11.txt,1429.jpg 127.jpg 1206.jpg 51.jpg 1693.jpg 1355.jpg 1292.jpg 630.jpg 1335.jpg 1118.jpg 1296.jpg 814.jpg 846.jpg 1426.jpg 1558.jpg 1913.jpg 413.jpg 614.jpg 1254.jpg 82.jpg
12.txt,805.jpg 393.jpg 1998.jpg 539.jpg 1031.jpg 1700.jpg 1517.jpg 113.jpg 221.jpg 923.jpg 431.jpg 1261.jpg 660.jpg 1918.jpg 426.jpg 1443.jpg 1680.jpg 770.jpg 1656.jpg 1389.jpg
13.txt,623.jpg 414.jpg 1265.jpg 899.jpg 429.jpg 262.jpg 1655.jpg 718.jpg 217.jpg 1377.jpg 1333.jpg 458.jpg 1465.jpg 1311.jpg 1289.jpg 1584.jpg 897.jpg 712.jpg 583.jpg 1151.jpg
14.txt,217.jpg 1289.jpg 910.jpg 897.jpg 655.jpg 1151.jpg 623.jpg 262.jpg 1096.jpg 156.jpg 1940.jpg 718.jpg 535.jpg 414.jpg 1377.jpg 1311.jpg 1444.jpg 996.jpg 1758.jpg 391.jpg
15.txt,1999.jpg 738.jpg 247.jpg 482.jpg 1369.jpg 107.jpg 1334.jpg 225.jpg 1839.jpg 1184.jpg 1615.jpg 198.jpg 1141.jpg 1102.jpg 644.jpg 1959.jpg 463.jpg 1068.jpg 1143.jpg 668.jpg
16.txt,518.jpg 1551.jpg 734.jpg 1433.jpg 1926.jpg 37.jpg 1676.jpg 1746.jpg 1715.jpg 964.jpg 1127.jpg 1621.jpg 1610.jpg 880.jpg 78.jpg 1434.jpg 268.jpg 31.jpg 906.jpg 1441.jpg
17.txt,322.jpg 1533.jpg 1118.jpg 1700.jpg 998.jpg 1499.jpg 333.jpg 82.jpg 1630.jpg 1429.jpg 1594.jpg 579.jpg 1144.jpg 600.jpg 279.jpg 137.jpg 476.jpg 338.jpg 1191.jpg 696.jpg
18.txt,1279.jpg 577.jpg 605.jpg 779.jpg 1140.jpg 1463.jpg 1774.jpg 59.jpg 239.jpg 650.jpg 1528.jpg 10.jpg 1461.jpg 1450.jpg 764.jpg 1123.jpg 409.jpg 1329.jpg 516.jpg 1258.jpg
19.txt,1301.jpg 1189.jpg 933.jpg 145.jpg 275.jpg 1128.jpg 207.jpg 824.jpg 1552.jpg 884.jpg 1357.jpg 743.jpg 573.jpg 750.jpg 1595.jpg 203.jpg 636.jpg 1358.jpg 258.jpg 737.jpg
20.txt,1064.jpg 3.jpg 1927.jpg 781.jpg 231.jpg 559.jpg 1570.jpg 208.jpg 1847.jpg 1197.jpg 563.jpg 1011.jpg 1233.jpg 1668.jpg 911.jpg 1367.jpg 727.jpg 511.jpg 1573.jpg 676.jpg
21.txt,1207.jpg 1215.jpg 960.jpg 471.jpg 1614.jpg 731.jpg 412.jpg 1921.jpg 1070.jpg 884.jpg 573.jpg 1727.jpg 1097.jpg 1778.jpg 747.jpg 374.jpg 1930.jpg 825.jpg 750.jpg 1453.jpg
