Descritpion_ID,Top_20_Image_IDs
0.txt,1094.jpg 345.jpg 714.jpg 338.jpg 1702.jpg 602.jpg 871.jpg 1967.jpg 1480.jpg 769.jpg 1380.jpg 1344.jpg 124.jpg 290.jpg 105.jpg 609.jpg 1011.jpg 1077.jpg 1040.jpg 1648.jpg
1.txt,833.jpg 314.jpg 818.jpg 169.jpg 80.jpg 1141.jpg 61.jpg 1102.jpg 331.jpg 457.jpg 508.jpg 927.jpg 1714.jpg 158.jpg 820.jpg 482.jpg 1742.jpg 107.jpg 1807.jpg 1507.jpg
2.txt,42.jpg 838.jpg 1183.jpg 634.jpg 1724.jpg 1471.jpg 1208.jpg 696.jpg 1482.jpg 1840.jpg 511.jpg 1366.jpg 1713.jpg 904.jpg 953.jpg 445.jpg 159.jpg 1040.jpg 600.jpg 1499.jpg
3.txt,1769.jpg 1567.jpg 539.jpg 431.jpg 1052.jpg 487.jpg 1609.jpg 923.jpg 883.jpg 426.jpg 1321.jpg 1896.jpg 333.jpg 1242.jpg 1144.jpg 749.jpg 1035.jpg 1514.jpg 1553.jpg 1573.jpg
4.txt,922.jpg 95.jpg 687.jpg 881.jpg 1262.jpg 1466.jpg 1561.jpg 413.jpg 1816.jpg 969.jpg 150.jpg 233.jpg 639.jpg 1011.jpg 1273.jpg 1243.jpg 549.jpg 849.jpg 543.jpg 799.jpg
5.txt,771.jpg 1874.jpg 51.jpg 492.jpg 846.jpg 1693.jpg 1991.jpg 814.jpg 1335.jpg 379.jpg 703.jpg 330.jpg 1943.jpg 630.jpg 1660.jpg 1320.jpg 1913.jpg 643.jpg 77.jpg 321.jpg
6.txt,1660.jpg 1855.jpg 1216.jpg 1815.jpg 655.jpg 429.jpg 1275.jpg 1320.jpg 1701.jpg 1472.jpg 1790.jpg 1151.jpg 1874.jpg 718.jpg 1122.jpg 583.jpg 897.jpg 1607.jpg 1944.jpg 996.jpg
7.txt,975.jpg 654.jpg 670.jpg 1857.jpg 1900.jpg 907.jpg 1696.jpg 689.jpg 1400.jpg 1961.jpg 1826.jpg 448.jpg 105.jpg 409.jpg 760.jpg 685.jpg 364.jpg 772.jpg 745.jpg 451.jpg
8.txt,1283.jpg 719.jpg 103.jpg 419.jpg 1048.jpg 531.jpg 727.jpg 1031.jpg 923.jpg 1004.jpg 1348.jpg 1570.jpg 403.jpg 1847.jpg 1346.jpg 447.jpg 1997.jpg 1927.jpg 1567.jpg 1954.jpg
9.txt,1886.jpg 554.jpg 614.jpg 1818.jpg 549.jpg 770.jpg 1700.jpg 413.jpg 570.jpg 1558.jpg 940.jpg 630.jpg 1446.jpg 274.jpg 1791.jpg 1620.jpg 1913.jpg 361.jpg 881.jpg 514.jpg
10.txt,634.jpg 1366.jpg 1471.jpg 696.jpg 1421.jpg 511.jpg 42.jpg 1482.jpg 904.jpg 979.jpg 1840.jpg 649.jpg 1665.jpg 1208.jpg 260.jpg 1499.jpg 763.jpg 838.jpg 1084.jpg 1183.jpg
11.txt,814.jpg 51.jpg 846.jpg 379.jpg 771.jpg 1335.jpg 1693.jpg 1943.jpg 492.jpg 1874.jpg 630.jpg 1533.jpg 1913.jpg 526.jpg 1837.jpg 1292.jpg 643.jpg 1830.jpg 1426.jpg 1991.jpg
12.txt,1653.jpg 845.jpg 1443.jpg 1656.jpg 137.jpg 221.jpg 516.jpg 231.jpg 1765.jpg 837.jpg 1883.jpg 676.jpg 351.jpg 770.jpg 1600.jpg 1057.jpg 431.jpg 1847.jpg 1567.jpg 157.jpg
13.txt,1333.jpg 899.jpg 414.jpg 1191.jpg 1655.jpg 712.jpg 1311.jpg 1584.jpg 623.jpg 1377.jpg 458.jpg 648.jpg 1289.jpg 1020.jpg 1940.jpg 262.jpg 903.jpg 1758.jpg 555.jpg 217.jpg
14.txt,414.jpg 1289.jpg 217.jpg 899.jpg 156.jpg 1096.jpg 555.jpg 1151.jpg 1933.jpg 1758.jpg 1444.jpg 712.jpg 458.jpg 910.jpg 1377.jpg 1265.jpg 897.jpg 1311.jpg 583.jpg 1582.jpg
15.txt,247.jpg 1334.jpg 482.jpg 463.jpg 1999.jpg 644.jpg 1369.jpg 1177.jpg 149.jpg 1141.jpg 1839.jpg 1507.jpg 6.jpg 1308.jpg 1477.jpg 738.jpg 1158.jpg 668.jpg 1102.jpg 1114.jpg
16.txt,37.jpg 1236.jpg 1746.jpg 880.jpg 1913.jpg 52.jpg 1926.jpg 1254.jpg 1568.jpg 1127.jpg 389.jpg 267.jpg 1434.jpg 939.jpg 68.jpg 77.jpg 914.jpg 734.jpg 846.jpg 1874.jpg
